id_jogo_cbf,source,quantity,price,amount
14247b_2025,GRATUIDADE - INTEIRA,1871,40.0,74840.0
14248b_2025,CORPORATIVO CADEIRA,1770,1.0,1770.0
14248b_2025,LOUNGE PREMIUM CADEIRA - MUSEU - INTEIRA,88,250.0,22000.0
14248b_2025,LOUNGE PREMIUM CADEIRA - MUSEU - MEIA,6,165.0,990.0
14248b_2025,SETOR CADEIRA - CADEIRA ESPECIAL INFERIOR - ESQUADRÃO DE AÇO - INTEIRA,309,120.0,37080.0
14248b_2025,SETOR CADEIRA - CADEIRA ESPECIAL INFERIOR - MEIA ENTRADA IDOSO - MEIA,419,60.0,25140.0
14248b_2025,SETOR CADEIRA - CADEIRA LESTE - INTEIRA - INTEIRA,518,86.0,44548.0
14248b_2025,SETOR CADEIRA - CADEIRA LESTE - MEIA-ENTRADA - MEΙΑ,568,43.0,24424.0
14248b_2025,SETOR CADEIRA CADEIRA LESTE - MEIA-ENTRADA IDOSO - MEIA,1,69.0,69.0
14248b_2025,SETOR CADEIRA - CADEIRA NORTE - ESQUADRÃO DE AÇO - INTEIRA,496,80.0,39680.0
14248b_2025,SETOR CADEIRA - CADEIRA NORTE - MEIA-ENTRADA - MEIA,777,40.0,31080.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR LESTE - BF - ESQUADRÃO DE AÇO - INTEIRA,154,70.0,10780.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR LESTE - MEIA ENTRADA - MEIA,102,35.0,3570.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR LESTE - MEIA ENTRADA IDOSO - ΜΕΙΑ,247,20.0,4940.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR LESTE - MEIA ENTRADA PCD - MEΙΑ,600,40.0,24000.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR LESTE INTEIRA - INTEIRA,28,54.0,1512.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR NORTE - BF - ESQUADRÃO DE AÇO - INTEIRA,462,66.0,30492.0
14248b_2025,SETOR CADEIRA - CADEIRA SUPERIOR NORTE - MEIA ENTRADA IDOSO - MEIA,282,33.0,9306.0
14248b_2025,SÓCIO TODOS - ESQUADRÃO ZONE - INTEIRA,444,140.0,62160.0
14248b_2025,SÓCIO TODOS SÓCIO ESQUADRÃO - INTEIRA,20538,20.0,410760.0
14248b_2025,VISITANTE CADEIRA,15,140.0,2100.0
14248b_2025,VISITANTE CADEIRA ΜΕΙΑ,10,70.0,700.0
14249b_2025,CORTESIAS CADEIRA - CORTESIAS - INTEIRA,1657,1.0,1657.0
14249b_2025,ESPECIAL CADEIRA - ESPECIAL - INTEIRA,776,60.0,46560.0
14249b_2025,ESPECIAL CADEIRA - ESPECIAL - ΜΕΙΑ,200,30.0,6000.0
14249b_2025,PREMIUM CADEIRA - PREMIUM - INTEIRA,256,200.0,51200.0
14249b_2025,PREMIUM CADEIRA - PREMIUM - ΜΕΙΑ,198,100.0,19800.0
14249b_2025,SETOR ARQUIBANCADA - INFERIOR CENTRAL - INTEIRA,832,70.0,58240.0
14249b_2025,SETOR ARQUIBANCADA - INFERIOR CENTRAL - MEIA,2363,35.0,82705.0
14249b_2025,SETOR ARQUIBANCADA - INFERIOR NORTE - INTEIRA,1042,30.0,31260.0
14249b_2025,SETOR ARQUIBANCADA - INFERIOR NORTE - ΜΕΙΑ,2272,15.0,34080.0
14249b_2025,SETOR ARQUIBANCADA - INFERIOR SUL - INTEIRA,254,30.0,7620.0
14249b_2025,SETOR ARQUIBANCADA INFERIOR SUL - MEIA,2064,15.0,30960.0
14249b_2025,SETOR ARQUIBANCADA - VISITANTE SUPERIOR NORTE - INTEIRA,1612,150.0,241800.0
14249b_2025,SETOR ARQUIBANCADA - VISITANTE SUPERIOR NORTE - ΜΕΙΑ,837,75.0,62775.0
14249b_2025,SÓCIO TORCEDOR DIVERSOS - SÓCIO TORCEDOR - INTEIRA,9076,1.0,9076.0
14249b_2025,GRATUIDADE - INTEIRA,438,,0.0
14250b_2025,CORTESIA DIVERSOS - CRIANÇAS - INTEIRA,685,20.0,13700.0
14250b_2025,DESCOBERTA ARQUIBANCADA - - INTEIRA,582,50.0,29100.0
14250b_2025,DESCOBERTA ARQUIBANCADA - - ΜΕΙΑ,249,25.0,6225.0
14250b_2025,DESCOBERTA ARQUIBANCADA - PROMOCIONAL - INTEIRA,2554,40.0,102160.0
14250b_2025,DESCOBERTA ARQUIBANCADA - PROMOCIONAL - ΜΕΙΑ,1095,20.0,21900.0
14250b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE - INTEIRA,6,50.0,300.0
14250b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE - ΜΕΙΑ,5,25.0,125.0
14250b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE PROMOCIONAL - INTEIRA,3,40.0,120.0
14250b_2025,DESCOBERTA ARQUIBANCADA - VISITANTE PROMOCIONAL - MEIA,2,20.0,40.0
14250b_2025,SÓCIO CADEIRA - INTEIRA,38,50.0,1900.0
14252b_2025,NORTE INTEIRA,142,60.0,8520.0
14252b_2025,NORTE MEIA,466,30.0,13980.0
14252b_2025,NORTE BRANCO,41,30.0,1230.0
14252b_2025,NORTE SÓCIO PRETO,59,30.0,1770.0
14252b_2025,NORTE SÓCIO ACOMPANHANTE GLORIOSO,83,30.0,2490.0
14252b_2025,NORTE SÓCIO ALVINEGRO OFF,13,30.0,390.0
14252b_2025,NORTE SÓCIO GLORIOSO 100%,42,30.0,1260.0
14252b_2025,NORTE SÓCIO ALVINEGRO 100%,82,30.0,2460.0
14252b_2025,LESTE INFERIOR INTEIRA,36,200.0,7200.0
14252b_2025,LESTE INFERIOR MEIA,98,100.0,9800.0
14252b_2025,LESTE INFERIOR SÓCIO BRANCO,15,100.0,1500.0
14252b_2025,LESTE INFERIOR SÓCIO PRETO,56,100.0,5600.0
14252b_2025,LESTE INFERIOR SÓCIO ACOMPANHANTE GLORIOSO,178,100.0,17800.0
14252b_2025,LESTE INFERIOR SÓCIO ALVINEGRO OFF,20,100.0,2000.0
14252b_2025,LESTE INFERIOR SÓCIO GLORIOSO 100%,406,100.0,40600.0
14252b_2025,LESTE INFERIOR SÓCIO ALVINEGRO 100%,961,100.0,96100.0
14252b_2025,OESTE INFERIOR INTEIRA,128,200.0,25600.0
14252b_2025,OESTE INFERIOR MEIΑ,111,100.0,11100.0
14252b_2025,OESTE INFERIOR SÓCIO BRANCO,14,100.0,1400.0
14252b_2025,OESTE INFERIOR SÓCIO PRETO,55,100.0,5500.0
14252b_2025,OESTE INFERIOR SÓCIO ACOMPANHANTE GLORIOSO,108,100.0,10800.0
14252b_2025,OESTE INFERIOR SÓCIO ALVINEGRO OFF,24,100.0,2400.0
14252b_2025,OESTE INFERIOR SÓCIO GLORIOSO 100%,302,100.0,30200.0
14252b_2025,OESTE INFERIOR SÓCIO ALVINEGRO 100%,703,100.0,70300.0
14252b_2025,LESTE SUPERIOR INTEIRA,306,80.0,24480.0
14252b_2025,LESTE SUPERIOR MEIΑ,1394,40.0,55760.0
14252b_2025,LESTE SUPERIOR SÓCIO BRANCO,166,40.0,6640.0
14252b_2025,LESTE SUPERIOR SÓCIO PRETO,338,40.0,13520.0
14252b_2025,LESTE SUPERIOR SÓCIO ACOMPANHANTE GLORIOSO,451,40.0,18040.0
14252b_2025,LESTE SUPERIOR SÓCIO ALVINEGRO OFF,78,40.0,3120.0
14252b_2025,LESTE SUPERIOR SÓCIO GLORIOSO 100%,360,40.0,14400.0
14252b_2025,LESTE SUPERIOR SÓCIO ALVINEGRO 100%,1039,40.0,41560.0
14252b_2025,SUL VISITANTE INTEIRA,260,60.0,15600.0
14252b_2025,SUL VISITAΝΤΕ ΜΕΙΑ,502,30.0,15060.0
14252b_2025,SUL VISITANTE SÓCIO,572,30.0,17160.0
14252b_2025,INGRESSO PROMOCIONAL,821,30.0,24630.0
14252b_2025,CAMAROTE PROMOCIONAL,1209,30.0,36270.0
14256b_2025,CATIVA CADEIRA - CADEIRA CATIVA - INTEIRA,2,200.0,400.0
14256b_2025,CATIVA CADEIRA - CADEIRA CATIVA - MEIA,423,100.0,42300.0
14256b_2025,CATIVA CADEIRA - CADEIRA CATIVA - SOLIDARIA - INTEIRA,67,120.0,8040.0
14256b_2025,NUMERADA CADEIRA - CADEIRA NUMERADA - INTEIRA,22,200.0,4400.0
14256b_2025,NUMERADA CADEIRA - CADEIRA NUMERADA - ΜΕΙΑ,258,100.0,25800.0
14256b_2025,NUMERADA CADEIRA - CADEIRA NUMERADA - SOLIDARIA - INTEIRA,246,120.0,29520.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA COMUM - MEΙΑ,2011,100.0,201100.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA COMUM - INTEIRA,42,200.0,8400.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA COMUM SOLIDARIA - INTEIRA,1864,120.0,223680.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA ESPECIAL - ΜΕΙΑ,883,150.0,132450.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA ESPECIAL - INTEIRA,17,300.0,5100.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA ESPECIAL SOLIDARIA - INTEIRA,689,180.0,124020.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA GERAL - MEIA,1051,80.0,84080.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA GERAL SOLIDARIA - INTEIRA,628,96.0,60288.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA GERAL VISITANTΕ - ΜΕΙΑ,971,100.0,97100.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA GERAL VISITANTE - INTEIRA,25,200.0,5000.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCADA GERAL VISITANTE - SOLIDARIA - INTEIRA,2174,120.0,260880.0
14256b_2025,VERDE ARQUIBANCADA - ARQUIBANCDA GERAL - INTEIRA,21,160.0,3360.0
14256b_2025,"VERDE ARQUIBANCADA - CONVENIOS, AUTORIDADES E SERVIÇOS - INTEIRA",4004,0.0,0.0
14257b_2025,CAMAROTE - INTEIRA,85,90.0,7650.0
14257b_2025,CAMAROTE - SUPERIOR MENOR - INTEIRA,128,178.0,22784.0
14257b_2025,CAMAROTE - MENOR - INTEIRA,5,200.0,1000.0
14257b_2025,CAMAROTE - SPOT - INTEIRA,3,232.0,696.0
14257b_2025,CAMAROTE SPOT INTEIRA,59,267.0,15753.0
14257b_2025,CAMAROTE - SPOT INTEIRA,3,300.0,900.0
14257b_2025,CAMAROTE - SPOT - INTEIRA,25,356.0,8900.0
14257b_2025,CAMAROTE - SUPERIOR - INTEIRA,2,400.0,800.0
14257b_2025,CAMAROTE - SUPERIOR - MEIA,2,712.0,1424.0
14257b_2025,CAMAROTE - SUPERIOR SÓCIO - INTEIRA,3527,40.0,141080.0
14257b_2025,CENTRAL CADEIRA - INTEIRA,597,220.0,131340.0
14257b_2025,CENTRAL CADEIRA - ΜΕΙΑ,717,110.0,78870.0
14257b_2025,CENTRAL CADEIRA - CHECK-IN INTEIRA,8781,40.0,351240.0
14257b_2025,CENTRAL CADEIRA - ΜΕΙΑ P3 E P7 - ΜΕΙΑ,624,40.0,24960.0
14257b_2025,CENTRAL CADEIRA - NVS LOC - INTEIRA,2,299.0,598.0
14257b_2025,CENTRAL CADEIRA - PROMOCIONAL - ΜΕΙΑ,3243,40.0,129720.0
14257b_2025,CENTRAL CADEIRA - SÓCIO - CAMPEÃO DO MUNDO PROMOCIONAL - INTEIRA,3916,44.0,172304.0
14257b_2025,CENTRAL CADEIRA SÓCIO - NADA VAI NOS SEPARAR - INTEIRA,415,132.0,54780.0
14257b_2025,INFERIOR CADEIRA SÓCIO NVS - INTEIRA,1,239.0,239.0
14257b_2025,SETOR CADEIRA - CAMPEÃO DO MUNDO P3/P7 - INTEIRA,3331,40.0,133240.0
14257b_2025,SETOR CADEIRA - CRIANÇA - MEIA,2749,20.0,54980.0
14257b_2025,SETOR CADEIRA - INTEIRA P3 E P7 - INTEIRA,867,70.0,60690.0
14257b_2025,SETOR CADEIRA - LOCADAS/CONSELHEIROS - INTEIRA,1994,40.0,79760.0
14257b_2025,SETOR CADEIRA - MEIA LOCADA - ΜΕΙΑ,5,119.0,595.0
14257b_2025,SETOR CADEIRA - PERPETUAS - INTEIRA,306,40.0,12240.0
14257b_2025,SETOR CADEIRA - SÓCIO - CAMPEÃO DO MUNDO - INTEIRA,1514,44.0,66616.0
14257b_2025,SETOR CADEIRA - SÓCIO ACADEMIA DO POVO (LEI Nº12.933) - ΜΕΙΑ,1030,40.0,41200.0
14257b_2025,SETOR CADEIRA - VISITANTE - INTEIRA,10,220.0,2200.0
14257b_2025,SETOR CADEIRA - VISITANTE - MEΙΑ,25,110.0,2750.0
14257b_2025,SETOR CADEIRA - VISITANTE PROMOCIONAL - INTEIRA,119,40.0,4760.0
14257b_2025,SÓCIO CADEIRA - SÓCIO - NADA VAI NOS SEPARAR P3/P7 - INTEIRA,457,42.0,19194.0
14257b_2025,SÓCIO CADEIRA - SOCIOS TOS - INTEIRA,1832,40.0,73280.0
14257b_2025,SUPERIOR CADEIRA - SÓCIO NVS - INTEIRA,178,42.0,7476.0
14257b_2025,SUPERIOR CADEIRA - SÓCIO PROMOCIONAL - INTEIRA,784,40.0,31360.0
14258b_2025,SETOR ARQUIBANCADA - INTEIRA,211,120.0,25320.0
14258b_2025,SETOR ARQUIBANCADA - ΜΕΙΑ,788,60.0,47280.0
14258b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA PROMOCIONAL - ΜΕΙΑ,537,20.0,10740.0
14258b_2025,SETOR ARQUIBANCADA - CORPORATIVO CLUBE - INTEIRA,687,1.0,687.0
14258b_2025,SETOR ARQUIBANCADA - SMV - INTEIRA,28,24.0,672.0
14258b_2025,SETOR ARQUIBANCADA - SMV SEM FROTEIRAS - INTEIRA,36,36.0,1296.0
14258b_2025,SETOR ARQUIBANCADA - SMV VERMELHO/PRETO - INTEIRA,18,48.0,864.0
14258b_2025,SETOR ARQUIBANCADA - VISITANΤΕ - ΜΕΙΑ,53,60.0,3180.0
14258b_2025,SETOR ARQUIBANCADA - VISITANTE - INTEIRA,70,120.0,8400.0
14258b_2025,SETOR CADEIRA - INTEIRA,41,180.0,7380.0
14258b_2025,SETOR CADEIRA - ΜΕΙΑ,148,90.0,13320.0
14258b_2025,SETOR CADEIRA - CADEIRA SMV - INTEIRA,44,36.0,1584.0
14258b_2025,SETOR CADEIRA - CADEIRA SMV SEM FRONTEIRAS - INTEIRA,65,54.0,3510.0
14258b_2025,SETOR CADEIRA - SMV VERMELHO/PRETO - INTEIRA,11,72.0,792.0
14258b_2025,SOU MAIS VITÓRIA SOCIAIS - INTEIRA,15637,20.0,312740.0
14259b_2025,CORTESIAS CADEIRA - CORTESIAS - INTEIRA,3457,1.0,3457.0
14259b_2025,ESPECIAL CADEIRA ESPECIAL - INTEIRA,349,120.0,41880.0
14259b_2025,ESPECIAL CADEIRA - ESPECIAL - ΜΕΙΑ,218,60.0,13080.0
14259b_2025,NORTE CADEIRA - SUPERIOR NORTE 50% SOCIO VOZAO - INTEIRA,1979,30.0,59370.0
14259b_2025,NORTE CADEIRA - SUPERIOR NORTE 50% SOCIO VOZAO - MΕΙΑ,2758,15.0,41370.0
14259b_2025,PREMIUM CADEIRA - PREMIUM - INTEIRA,26,100.0,2600.0
14259b_2025,PREMIUM CADEIRA - PREMIUM - ΜΕΙΑ,35,50.0,1750.0
14259b_2025,SETOR ARQUIBANCADA - INFERIOR CENTRAL - INTEIRA,1187,100.0,118700.0
14259b_2025,SETOR ARQUIBANCADA - INFERIOR CENTRAL - MEIA,866,50.0,43300.0
14259b_2025,SETOR ARQUIBANCADA - INFERIOR NORTE - INTEIRA,2303,30.0,69090.0
14259b_2025,SETOR ARQUIBANCADA - INFERIOR NORTE - MEΙΑ,642,15.0,9630.0
14259b_2025,SETOR ARQUIBANCADA - INFERIOR SUL - INTEIRA,2069,30.0,62070.0
14259b_2025,SETOR ARQUIBANCADA - INFERIOR SUL - ΜΕΙΑ,326,15.0,4890.0
14259b_2025,SETOR ARQUIBANCADA SÓCIO TORCEDOR - INTEIRA,17350,1.0,17350.0
14259b_2025,SETOR ARQUIBANCADA - SUPERIOR CENTRAL - INTEIRA,6908,30.0,207240.0
14259b_2025,SETOR ARQUIBANCADA - SUPERIOR CENTRAL - MEIA,1717,15.0,25755.0
14259b_2025,SETOR ARQUIBANCADA - SUPERIOR NORTE - INTEIRA,326,60.0,19560.0
14259b_2025,SETOR ARQUIBANCADA - SUPERIOR SUL VISITANTE - INTEIRA,3532,60.0,211920.0
14259b_2025,SETOR ARQUIBANCADA - SUPERIOR SUL VISITANTE - MΕΙΑ,175,30.0,5250.0
14259b_2025,GRATUIDADE - INTEIRA,124,0.0,0.0
14260b_2025,AMPLIAÇÃO CADEIRA - MANDANTE - INTEIRA,18,120.0,2160.0
14260b_2025,AMPLIAÇÃO CADEIRA - MANDANTE - MEIA,67,60.0,4020.0
14260b_2025,AMPLIAÇÃO CADEIRA - PROMOCIONAL - MEIA,537,15.0,8055.0
14260b_2025,AMPLIAÇÃO CADEIRA - PROPRIETARIO - INTEIRA,2,100.0,200.0
14260b_2025,AMPLIAÇÃO CADEIRA - PROPRIETÁRIO - MΕΙΑ,13,130.0,1690.0
14260b_2025,AMPLIAÇÃO CADEIRA - PROPRIETÁRIO - INTEIRA,41,220.0,9020.0
14260b_2025,AMPLIAÇÃO CADEIRA - PROPRIETÁRIO PROMOCIONAL - ΜΕΙΑ,48,200.0,9600.0
14260b_2025,AMPLIAÇÃO CADEIRA - SÓCIO - INTEIRA,3,120.0,360.0
14260b_2025,AMPLIAÇÃO CADEIRA - SÓCIO PROPRIETÁRIO - INTEIRA,223,60.0,13380.0
14260b_2025,CENTRAL CADEIRA - MANDANTE - INTEIRA,178,140.0,24920.0
14260b_2025,CENTRAL CADEIRA - MANDANTE - ΜΕΙΑ,225,70.0,15750.0
14260b_2025,CENTRAL CADEIRA - PROPRIETÁRIO - INTEIRA,8,100.0,800.0
14260b_2025,CENTRAL CADEIRA SÓCIO - INTEIRA,853,70.0,59710.0
14260b_2025,CENTRAL CADEIRA - SÓCIO PROMOCIONAL - ΜΕΙΑ,721,15.0,10815.0
14260b_2025,CENTRAL CADEIRA SÓCIO PROPRIETÁRIO - INTEIRA,322,50.0,16100.0
14260b_2025,ESPECIAL ASSENTO - MANDANTE - INTEIRA,68,100.0,6800.0
14260b_2025,ESPECIAL ASSENTO MANDANTE - ΜΕΙΑ,93,50.0,4650.0
14260b_2025,ESPECIAL ASSENTO SÓCIO - INTEIRA,212,50.0,10600.0
14260b_2025,ESPECIAL ASSENTO SÓCIO PROMOCIONAL - MΕΙΑ,352,15.0,5280.0
14260b_2025,FRONTAL ARQUIBANCADA - MANDANTE - INTEIRA,217,100.0,21700.0
14260b_2025,FRONTAL ARQUIBANCADA - MEIA ENTRADA - ΜΕΙΑ,426,50.0,21300.0
14260b_2025,FRONTAL ARQUIBANCADA - PROMOCIONAL - INTEIRA,2,30.0,60.0
14260b_2025,FRONTAL ARQUIBANCADA - PROMOCIONAL - ΜΕΙΑ,3,15.0,45.0
14260b_2025,FRONTAL ARQUIBANCADA - SÓCIO - INTEIRA,424,50.0,21200.0
14260b_2025,FRONTAL ARQUIBANCADA - SÓCIO PROMOCIONAL - MEIA,1568,15.0,23520.0
14260b_2025,SEDE ARQUIBANCADA - MANDANTE - INTEIRA,148,80.0,11840.0
14260b_2025,SEDE ARQUIBANCADA - MANDANTE - ΜΕΙΑ,200,40.0,8000.0
14260b_2025,SEDE ARQUIBANCADA SÓCIO INTEIRA,407,40.0,16280.0
14260b_2025,SEDE ARQUIBANCADA SÓCIO PROMOCIONAL - ΜΕΙΑ,1795,15.0,26925.0
14260b_2025,SETOR CAMAROTE - PROPRIETÁRIO SÓCIO - INTEIRA,255,50.0,12750.0
14260b_2025,"SOCIAIS SOCIAIS
CONSELHEIRO - INTEIRA",37,50.0,1850.0
14260b_2025,"SOCIAIS SOCIAIS
CREDENCIAMENTO - INTEIRA",152,0.0,0.0
14260b_2025,SOCIAIS SOCIAIS - PROMOCIONAL - MEIA,1947,15.0,29205.0
14260b_2025,SOCIAIS SOCIAIS SÓCIO - INTEIRA,750,50.0,37500.0
14260b_2025,VISITANTE ARQUIBANCADA - VISITANTE - INTEIRA,218,80.0,17440.0
14260b_2025,VISITANTE ARQUIBANCADA - VISITANTE - MEΙΑ,30,40.0,1200.0
24210b_2025,ARQUIBANCADA INTEIRA,26,50.0,1300.0
24210b_2025,ARQUIBANCADA MEIA,555,25.0,13875.0
24210b_2025,CADEIRA INTEIRA,9,60.0,540.0
24210b_2025,CADEIRA MΕΙΑ,42,30.0,1260.0
24210b_2025,INGRESSO PROMOCIONAL,320,25.0,8000.0
24210b_2025,TRIBUNA,190,,0.0
24210b_2025,GRATUIDADES POR FORÇA DE LEI,300,,0.0
24211b_2025,SETOR ASSENTO - CAP BLACK INTEIRA - INTEIRA,4,250.0,1000.0
24211b_2025,SETOR ASSENTO - CAP BLACK MEΙΑ - ΜΕΙΑ,28,125.0,3500.0
24211b_2025,SETOR ASSENTO - CAP GOLD INTEIRA - INTEIRA,109,200.0,21800.0
24211b_2025,SETOR ASSENTO - CAP GOLD MEIΑ - ΜΕΙΑ,490,100.0,49000.0
24211b_2025,SETOR ASSENTO - CAP RED INTEIRA - INTEIRA,33,150.0,4950.0
24211b_2025,SETOR ASSENTO - CAP RED MEIA - ΜΕΙΑ,273,75.0,20475.0
24211b_2025,SETOR ASSENTO - VISITANTE - INTEIRA,33,150.0,4950.0
24211b_2025,SETOR ASSENTO - VISITANTE - MΕΙΑ,52,75.0,3900.0
24211b_2025,SETOR ASSENTO - VOUCHER - INTEIRA,1094,30.0,32820.0
24211b_2025,SÓCIOS ASSENTO - INTEIRA,12496,10.0,124960.0
24212b_2025,ARQUIBANCADA - INTEIRA,240,20.0,4800.0
24212b_2025,ARQUIBANCADA - ΜΕΙΑ,2184,10.0,21840.0
24212b_2025,ARQUIBANCADA - ARQUIBANCADA INTEIRA (TIME DO POVO) - INTEIRA,5,10.0,50.0
24212b_2025,ARQUIBANCADA CONSELHEIRO - INTEIRA,34,5.0,170.0
24212b_2025,ARQUIBANCADA CORTESIAS - INTEIRA,397,5.0,1985.0
24212b_2025,"ARQUIBANCADA SÓCIO OURO, PRATA E BRONZE - INTEIRA",1740,5.0,8700.0
24212b_2025,CADEIRA - INTEIRA,94,40.0,3760.0
24212b_2025,CADEIRA - ΜΕΙΑ,652,20.0,13040.0
24212b_2025,CADEIRA - PROMOCIONAL - VILA NOVA F. C. - INTEIRA,4774,10.0,47740.0
24213b_2025,ARQUIBANCADA - TRIBUNA DE HONRA - INTEIRA,25,0.0,0.0
24213b_2025,ARQUIBANCADA - GRATUIDADE - INTEIRA,168,0.0,0.0
24213b_2025,ARQUIBANCADA - LESTE INFERIOR - INTEIRA,775,20.0,15500.0
24213b_2025,ARQUIBANCADA - LESTE INFERIOR - MEIA,379,10.0,3790.0
24213b_2025,ARQUIBANCADA - LESTE INFERIOR - CORTESIA - INTEIRA,46,0.0,0.0
24213b_2025,ARQUIBANCADA - NORTE SUPERIOR - VISITANTE INTEIRA - INTEIRA,11,20.0,220.0
24213b_2025,ARQUIBANCADA - NORTE SUPERIOR - VISITΑΝΤΕ ΜΕΙΑ - ΜΕΙΑ,6,10.0,60.0
24213b_2025,ARQUIBANCADA NORTE SUPERIOR VISITANTE - CORTESIA - INTEIRA,18,0.0,0.0
24213b_2025,ARQUIBANCADA OESTE INFERIOR - INTEIRA,32,100.0,3200.0
24213b_2025,ARQUIBANCADA OESTE INFERIOR - MEΙΑ,35,50.0,1750.0
24213b_2025,ARQUIBANCADA - OESTE INFERIOR CORTESIAS - INTEIRA,188,0.0,0.0
24213b_2025,ARQUIBANCADA - SÓCIO TORCEDOR - INTEIRA,121,10.0,1210.0
24213b_2025,CAMAROTE - EMPRESARIAL LESTE ADULTO - CORTESIA - INTEIRA,109,0.0,0.0
24213b_2025,CAMAROTE - EMPRESARIAL LESTE INFANTIL - CORTESIA - INTEIRA,10,0.0,0.0
24214b_2025,LATERAL CADEIRA CADEIRA LADO A - INTEIRA,1253,60.0,75180.0
24214b_2025,LATERAL CADEIRA CADEIRA LADO A 2ª LOTE - INTEIRA,285,80.0,22800.0
24214b_2025,LATERAL CADEIRA CADEIRA MEIA MENOR - ΜΕΙΑ,112,30.0,3360.0
24214b_2025,LATERAL CADEIRA CADEIRA MEIA MENOR 2ª LOTE - ΜΕΙΑ,50,40.0,2000.0
24214b_2025,LATERAL CADEIRA - CADEIRA SÓCIO CLUBE - ΜΕΙΑ,168,40.0,6720.0
24214b_2025,LATERAL CADEIRA CADEIRA SOCIO CLUBE 2ª LOTE - ΜΕΙΑ,27,20.0,540.0
24214b_2025,LATERAL CADEIRA CADEIRA ST - INTEIRA,805,5.0,4025.0
24214b_2025,SETOR ARQUIBANCADA - ARQ. SOCIO CLUBE 2ª LOTE - INTEIRA,20,20.0,400.0
24214b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA CRIANÇA MEIA - MEIA,200,15.0,3000.0
24214b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA LADO A 2ª LOTE - INTEIRA,1805,40.0,72200.0
24214b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA MEIA/ESTUDANTE - ΜΕΙΑ,1100,15.0,16500.0
24214b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA PROMOCIONAL LADO A - INTEIRA,12594,30.0,377820.0
24214b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA SÓCIO REMO - INTEIRA,152,15.0,2280.0
24214b_2025,SETOR ARQUIBANCADA - ARQUIBANCADA ST - INTEIRA,1620,5.0,8100.0
24214b_2025,GRATUIDADE - INTEIRA,3574,,0.0
24215b_2025,MENORES DIVERSOS - MENORES - INTEIRA,587,0.0,0.0
24215b_2025,NIVEL 1 CADEIRA - CADEIRA NIVEL 1 - INTEIRA,134,120.0,16080.0
24215b_2025,NIVEL 1 CADEIRA - CADEIRA NIVEL 1 - MEIA,114,60.0,6840.0
24215b_2025,NIVEL 2 CADEIRA - CADEIRA NIVEL 2 - INTEIRA,65,100.0,6500.0
24215b_2025,NIVEL 2 CADEIRA - CADEIRA NIVEL 2 - ΜΕΙΑ,42,50.0,2100.0
24215b_2025,SETOR ARQUIBANCADA - DESCOBERTA - INTEIRA,45,80.0,3600.0
24215b_2025,SETOR ARQUIBANCADA - DESCOBERTA - MEIΑ,41,40.0,1640.0
24215b_2025,SETOR ARQUIBANCADA - GERAL - INTEIRA,635,70.0,44450.0
24215b_2025,SETOR ARQUIBANCADA - GERAL - ΜΕΙΑ,698,35.0,24430.0
24215b_2025,SETOR SOCIAIS - SÓCIOS + CREDENCIAIS - INTEIRA,4255,20.0,85100.0
24215b_2025,GRATUIDADE - INTEIRA,250,0.0,0.0
24216b_2025,ARQUIBANCADA ARQ DIAMANTE INTEIRA - INTEIRA,10,180.0,1800.0
24216b_2025,ARQUIBANCADA ARQ DIAMANTΕ ΜΕΙΑ - ΜΕΙΑ,47,90.0,4230.0
24216b_2025,ARQUIBANCADA ARQ OURO INTEIRA - INTEIRA,9,200.0,1800.0
24216b_2025,ARQUIBANCADA ARQ OURO MEΙΑ - ΜΕΙΑ,48,100.0,4800.0
24216b_2025,ARQUIBANCADA ARQ PRATA GERAL INTEIRA - INTEIRA,82,100.0,8200.0
